name,season,player_points,player_field_goals_made,player_field_goals_missed,player_field_goals_att,player_free_throws_made,player_free_throws_missed,player_free_throws_att,player_three_points_made,player_three_points_missed,player_three_points_att,player_rebounds,player_assists,player_steals,player_blocks,player_turnovers,player_pls_min,mojo_value
Kevin Love,2017,1445,11,620,20,2,50,3,195,4,7,857,146,74,37,153,483,16.2575
Kevin Love,2018,1352,443,564,1007,293,37,330,173,263,436,761,137,58,32,131,64,13.040000000000001
Kevin Love,2019,374,109,174,283,103,11,114,53,94,147,239,48,6,5,42,-56,3.2375000000000003
Kevin Love,2020,987,327,400,727,187,32,219,146,244,390,547,178,33,19,140,-268,8.74
Kevin Love,2021,305,103,149,252,42,9,51,57,99,156,186,63,16,2,38,-72,2.7725
Kevin Love,2022,1007,327,434,761,166,32,198,187,290,477,536,160,26,18,98,93,9.942499999999999
Kevin Love,2023,646,210,333,543,94,13,107,132,252,384,510,140,25,19,80,83,7.5925
Kevin Porter Jr.,2020,498,186,235,421,73,28,101,53,105,158,162,109,46,14,93,-289,3.2475
Kevin Porter Jr.,2021,431,156,211,367,69,25,94,50,111,161,99,164,19,8,91,-224,2.6900000000000004
Kevin Porter Jr.,2022,949,335,473,808,124,69,193,155,258,413,267,376,69,22,192,-281,7.379999999999999
Kevin Porter Jr.,2023,1130,391,493,884,207,57,264,141,244,385,314,338,82,17,188,-341,8.93
Kevon Looney,2016,9,0,3,0,0,0,0,1,0,0,10,0,0,0,1,-22,0.0475
Kevon Looney,2017,135,0,51,0,0,13,0,2,0,0,124,29,15,17,17,-17,1.7675
Kevon Looney,2018,353,151,114,265,50,48,98,1,6,7,304,61,48,64,39,179,5.8725000000000005
Kevon Looney,2019,649,281,159,440,86,48,134,1,9,10,511,143,58,64,64,403,10.145
Kevon Looney,2020,68,29,50,79,9,3,12,1,13,14,66,20,12,6,12,-99,0.4774999999999999
Kevon Looney,2021,251,108,89,197,31,17,48,4,13,17,322,119,21,22,37,129,4.455
Kevon Looney,2022,618,266,186,452,86,57,143,0,1,1,764,213,59,62,86,228,12.540000000000003
Kevon Looney,2023,662,279,169,448,104,69,173,0,1,1,930,250,60,55,58,207,12.34
Khem Birch,2018,178,68,58,126,42,19,61,0,0,0,180,34,15,21,21,9,2.4699999999999998
Khem Birch,2019,266,101,68,169,64,26,90,0,1,1,221,42,19,34,26,40,3.7074999999999996
Khem Birch,2020,236,80,77,157,76,36,112,0,1,1,245,57,21,23,36,-120,2.8625000000000003
Khem Birch,2021,482,189,191,380,91,38,129,13,39,52,387,89,48,50,44,-128,5.742500000000001
Khem Birch,2022,265,105,111,216,53,18,71,2,16,18,248,59,31,27,32,26,3.5324999999999998
Khem Birch,2023,43,19,13,32,4,1,5,1,1,2,25,7,5,5,8,6,0.5175000000000001
Khris Middleton,2013,165,,79,,,5,,14,,,50,28,15,4,11,26,1.53
Khris Middleton,2014,990,367,478,840,118,19,137,120,169,287,310,169,83,20,123,-381,7.24
Khris Middleton,2015,1150,7,520,15,7,23,8,120,3,4,369,194,136,14,123,252,11.052499999999995
Khris Middleton,2016,1434,15,635,30,6,35,7,143,7,8,302,331,131,19,180,-37,12.055
Khris Middleton,2017,513,0,230,0,0,15,0,52,0,0,151,131,53,7,76,103,4.81
Khris Middleton,2018,1825,660,724,1384,334,47,381,171,277,448,465,350,125,26,207,109,16.1525
Khris Middleton,2019,1681,597,765,1362,262,48,310,225,351,576,561,401,89,7,204,658,16.1525
Khris Middleton,2020,1505,544,590,1134,246,27,273,171,253,424,452,327,64,9,171,563,14.765
Khris Middleton,2021,1927,709,817,1526,298,35,333,211,329,540,580,488,109,13,252,408,21.675
Khris Middleton,2022,1359,463,590,1053,264,32,296,169,284,453,371,374,79,18,203,300,12.46
Khris Middleton,2023,616,217,275,492,118,14,132,64,130,194,172,194,26,5,88,145,5.625
Killian Hayes,2021,176,71,130,201,14,3,17,20,52,72,69,138,27,10,83,-130,1.0250000000000004
Killian Hayes,2022,453,176,283,459,57,17,74,44,123,167,210,277,78,35,111,-367,4.07
Killian Hayes,2023,786,307,508,815,92,20,112,80,206,286,221,470,104,28,173,-499,5.949999999999999
Kira Lewis Jr.,2021,343,130,207,337,43,8,51,40,80,120,71,124,38,10,34,23,3.0375000000000005
Kira Lewis Jr.,2022,141,59,87,146,10,2,12,13,45,58,39,49,11,1,26,-107,0.7150000000000001
Kira Lewis Jr.,2023,114,40,48,88,19,3,22,15,19,34,33,23,10,2,10,62,1.2375
Klay Thompson,2012,826,,400,,,12,,111,,,161,133,49,20,103,-130,5.807500000000001
Klay Thompson,2013,1541,,795,,,26,,236,,,361,205,98,52,181,143,11.822499999999998
Klay Thompson,2014,1603,599,758,1357,166,43,209,239,340,579,273,206,81,42,150,510,13.277499999999998
Klay Thompson,2015,2066,8,891,16,2,40,4,297,3,8,332,282,103,79,190,896,20.740000000000002
Klay Thompson,2016,2362,29,995,57,19,42,19,377,16,33,396,222,87,58,185,917,22.992500000000007
Klay Thompson,2017,2009,5,879,13,0,39,0,311,5,6,353,200,80,45,153,999,20.7325
Klay Thompson,2018,1888,739,792,1531,109,20,129,301,387,688,367,223,71,40,160,541,19.2025
Klay Thompson,2019,2135,826,952,1778,166,33,199,317,452,769,393,234,113,62,153,379,20.152500000000003
Klay Thompson,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klay Thompson,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klay Thompson,2022,1071,404,537,941,72,9,81,191,305,496,211,138,40,32,71,107,10.190000000000003
Klay Thompson,2023,1750,631,840,1471,137,19,156,351,516,867,340,192,56,33,149,185,13.6125
Kris Dunn,2023,106,43,26,69,15,3,18,5,2,7,34,41,7,4,13,6,1.2775
Kristaps Porzingis,2016,1028,6,513,10,3,39,3,81,0,2,526,94,53,134,121,14,9.555
Kristaps Porzingis,2017,1196,15,542,31,11,54,15,112,7,10,475,97,47,129,118,-101,10.405000000000001
Kristaps Porzingis,2018,1088,390,499,889,218,57,275,90,138,228,316,57,36,115,93,15,8.825000000000001
Kristaps Porzingis,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kristaps Porzingis,2020,1235,419,553,972,246,60,306,151,269,420,566,104,41,118,95,261,12.337500000000002
Kristaps Porzingis,2021,957,359,396,755,134,23,157,105,180,285,419,77,29,63,54,0,9.167500000000002
Kristaps Porzingis,2022,1030,352,415,767,248,38,286,78,174,252,411,119,37,84,81,33,9.880000000000003
Kristaps Porzingis,2023,1505,507,511,1018,354,62,416,137,219,356,546,174,58,100,137,81,14.815000000000001
Kyle Anderson,2015,74,1,58,8,0,5,0,3,1,1,72,28,15,7,10,-35,0.7824999999999999
Kyle Anderson,2016,373,2,174,3,0,22,0,13,0,0,268,130,66,32,63,198,5.192500000000001
Kyle Anderson,2017,329,8,144,10,2,15,3,18,0,2,254,116,61,28,46,169,4.965
Kyle Anderson,2018,612,243,215,458,107,43,150,19,42,61,409,205,121,61,97,119,8.7925
Kyle Anderson,2019,346,150,126,276,37,27,64,9,25,34,251,128,54,37,58,-59,4.590000000000001
Kyle Anderson,2020,390,157,174,331,52,26,78,24,61,85,285,162,54,37,66,-91,4.875
Kyle Anderson,2021,896,326,374,700,147,41,188,97,176,273,421,266,98,57,90,32,10.4925
Kyle Anderson,2022,593,238,282,520,78,45,123,39,82,121,420,204,88,52,81,66,7.612500000000001
Kyle Anderson,2023,681,267,258,525,102,36,138,45,66,111,384,353,85,65,109,65,9.5175
Kyle Kuzma,2018,1262,477,580,1057,147,61,208,161,280,441,490,143,49,34,142,-154,9.720000000000002
Kyle Kuzma,2019,1343,511,603,1114,190,62,252,131,301,432,388,180,41,27,134,-38,10.115
Kyle Kuzma,2020,940,351,448,799,135,47,182,103,223,326,321,94,33,32,105,194,7.495000000000001
Kyle Kuzma,2021,963,366,487,853,81,35,116,150,282,432,457,137,38,43,126,-15,8.6875
Kyle Kuzma,2022,1130,423,513,936,156,63,219,128,247,375,561,233,42,57,169,-279,9.475000000000001
Kyle Kuzma,2023,1357,512,630,1142,173,64,237,160,321,481,463,239,36,29,190,10,10.32
Kyle Lowry,2007,56,,24,,,3,,3,,,31,32,14,1,12,60,0.9025
Kyle Lowry,2008,791,,336,,,105,,36,,,250,296,92,22,127,-196,7.022500000000002
Kyle Lowry,2009,653,,287,,,53,,29,,,227,307,81,18,134,-197,6.047500000000003
Kyle Lowry,2010,620,,280,,,45,,37,,,247,305,60,9,116,106,6.5600000000000005
Kyle Lowry,2011,1011,,464,,,59,,129,,,309,500,102,23,158,306,11.4675
Kyle Lowry,2012,670,,303,,,27,,79,,,213,310,73,14,130,45,6.895
Kyle Lowry,2013,791,,373,,,49,,101,,,321,435,94,24,157,39,8.9175
Kyle Lowry,2014,1565,490,688,1167,344,78,419,207,331,533,402,619,127,15,214,270,15.8425
Kyle Lowry,2015,1303,8,661,19,1,63,3,139,4,7,353,500,118,13,186,170,12.052500000000002
Kyle Lowry,2016,2030,18,893,52,21,119,25,258,15,21,464,623,192,38,294,367,19.174999999999997
Kyle Lowry,2017,1489,6,546,10,2,72,3,211,3,5,314,464,102,23,193,337,15.1675
Kyle Lowry,2018,1445,465,608,1073,249,44,293,266,401,667,484,633,103,19,215,398,16.480000000000004
Kyle Lowry,2019,1290,427,594,1021,226,49,275,210,392,602,432,726,122,38,237,694,19.492500000000007
Kyle Lowry,2020,1334,400,563,963,346,61,407,188,354,542,369,505,104,34,209,320,13.89
Kyle Lowry,2021,791,260,336,596,140,20,160,131,200,331,247,338,45,14,126,-6,8.0225
Kyle Lowry,2022,922,301,412,713,163,30,193,157,279,436,318,521,79,24,187,266,10.8475
Kyle Lowry,2023,827,270,389,659,147,21,168,140,258,398,306,382,81,35,143,72,9.3225
Kyrie Irving,2012,944,,397,,,25,,73,,,191,275,54,20,160,-160,7.2524999999999995
Kyrie Irving,2013,1325,,586,,,42,,109,,,216,350,89,21,191,-176,9.9775
Kyrie Irving,2014,1509,546,708,1254,291,47,338,126,224,350,264,447,108,23,195,-206,11.762500000000003
Kyrie Irving,2015,1886,23,766,47,8,61,10,186,7,12,290,444,131,31,207,476,17.2325
Kyrie Irving,2016,1571,57,707,102,11,33,13,135,13,24,219,348,92,31,172,344,18.0025
Kyrie Irving,2017,2304,8,950,17,3,39,3,227,4,6,288,527,109,32,230,471,21.407500000000002
Kyrie Irving,2018,1479,540,563,1103,232,29,261,167,245,412,234,315,66,17,140,274,13.355000000000002
Kyrie Irving,2019,1801,679,753,1432,250,35,285,193,303,496,383,533,117,39,201,323,17.4275
Kyrie Irving,2020,548,199,217,416,94,8,102,56,86,142,103,128,27,10,52,-7,4.82
Kyrie Irving,2021,1679,636,628,1264,229,20,249,178,271,449,314,367,87,42,142,329,16.282500000000002
Kyrie Irving,2022,881,317,362,679,139,11,150,108,152,260,148,188,48,22,82,112,7.955
Kyrie Irving,2023,1623,594,609,1203,247,26,273,188,308,496,304,331,66,45,128,222,15.295000000000003
KZ Okpala,2020,7,3,2,5,1,1,2,0,1,1,5,1,2,1,1,-15,0.06499999999999999
KZ Okpala,2021,92,36,61,97,8,7,15,12,39,51,68,19,10,11,15,-66,0.7275
KZ Okpala,2022,77,30,39,69,8,3,11,9,17,26,41,14,4,7,5,6,0.81
KZ Okpala,2023,46,16,22,38,7,1,8,7,14,21,34,13,7,7,7,-11,0.5974999999999999
Lamar Stevens,2021,165,62,74,136,37,14,51,4,21,25,96,25,17,13,23,-115,1.3275000000000001
Lamar Stevens,2022,383,156,163,319,53,22,75,18,47,65,164,44,31,18,41,-40,3.3299999999999996
Lamar Stevens,2023,333,130,160,290,42,17,59,31,65,96,210,33,27,19,27,13,3.3674999999999997
LaMelo Ball,2021,803,293,379,672,125,40,165,92,169,261,302,313,81,18,145,-84,7.572500000000002
LaMelo Ball,2022,1534,548,723,1271,213,32,245,225,352,577,506,575,124,30,246,93,15.000000000000004
LaMelo Ball,2023,838,296,425,721,102,20,122,144,239,383,231,304,46,11,129,-150,6.91
Landry Shamet,2019,768,253,342,595,85,18,103,177,250,427,146,127,43,10,52,69,6.922500000000001
Landry Shamet,2020,560,182,268,450,70,13,83,126,212,338,122,116,26,13,55,124,5.075000000000001
Landry Shamet,2021,617,204,293,497,70,13,83,139,220,359,133,106,36,11,54,66,5.4075
Landry Shamet,2022,625,210,323,533,73,15,88,132,228,360,146,123,34,9,48,111,5.472499999999999
Landry Shamet,2023,394,130,215,345,48,7,55,86,142,228,84,104,28,6,40,12,3.34
Larry Nance Jr.,2016,349,3,142,5,0,15,0,1,0,0,312,44,54,23,41,-108,4.07
Larry Nance Jr.,2017,449,1,171,3,0,21,0,10,0,0,369,96,82,39,56,-133,5.77
Larry Nance Jr.,2018,669,281,192,473,105,63,168,2,11,13,542,100,104,52,63,-27,9.02
Larry Nance Jr.,2019,627,249,230,479,96,38,134,33,65,98,552,214,100,40,97,-324,8.037500000000001
Larry Nance Jr.,2020,564,229,202,431,50,24,74,56,103,159,409,123,56,22,60,-157,6.580000000000001
Larry Nance Jr.,2021,327,128,144,272,30,19,49,41,73,114,235,107,61,17,55,-136,3.865
Larry Nance Jr.,2022,376,151,135,286,49,19,68,25,54,79,283,92,46,22,43,-43,4.75
Larry Nance Jr.,2023,441,186,119,305,55,24,79,14,28,42,354,119,56,37,42,182,6.924999999999999
Lauri Markkanen,2018,1048,381,492,873,140,26,166,146,259,405,514,80,39,40,83,-364,8.370000000000001
Lauri Markkanen,2019,995,351,461,812,170,25,195,123,216,339,476,77,37,33,87,-201,8.072500000000002
Lauri Markkanen,2020,737,251,340,591,126,27,153,109,208,317,313,74,42,23,81,-68,6.129999999999999
Lauri Markkanen,2021,695,250,271,521,76,16,92,119,177,296,268,45,26,15,52,-48,6.174999999999999
Lauri Markkanen,2022,900,313,390,703,138,21,159,136,244,380,345,81,45,30,54,172,8.700000000000001
Lauri Markkanen,2023,1691,571,574,1145,349,50,399,200,311,511,570,123,42,38,127,163,15.5125
Leandro Bolmaro,2022,50,17,37,54,11,2,13,5,13,18,43,21,6,0,13,3,0.4375
Leandro Bolmaro,2023,6,3,17,20,0,0,0,0,4,4,7,7,3,1,7,2,-0.05500000000000001
LeBron James,2004,1654,,870,,,113,,63,,,432,465,130,58,273,-144,11.815000000000001
LeBron James,2005,2175,,889,,,159,,108,,,588,577,177,52,262,152,19.840000000000003
LeBron James,2006,2878,,1109,,,244,,148,,,661,597,141,75,325,226,24.195
LeBron James,2007,2633,,1082,,,260,,120,,,687,629,159,65,316,448,22.9325
LeBron James,2008,2616,,1010,,,267,,131,,,694,638,161,98,309,205,23.522499999999994
LeBron James,2009,2798,,977,,,218,,159,,,741,689,160,105,279,992,29.0925
LeBron James,2010,2578,,865,,,212,,149,,,656,735,144,97,303,692,26.5625
LeBron James,2011,2608,,926,,,197,,122,,,766,677,159,75,350,648,27.322499999999998
LeBron James,2012,2380,,799,,,176,,76,,,716,516,158,66,294,672,28.045
LeBron James,2013,2632,,809,,,171,,139,,,803,703,170,85,296,852,34.245000000000005
LeBron James,2014,2659,970,745,1715,568,177,745,151,248,399,681,590,160,37,332,480,27.772500000000004
LeBron James,2015,2374,29,982,58,25,199,34,149,8,11,647,687,144,70,358,622,24.4425
LeBron James,2016,2485,56,884,99,25,174,38,120,14,22,769,681,153,76,328,804,32.065000000000005
LeBron James,2017,2568,9,782,18,6,222,11,171,3,5,806,788,127,67,379,676,28.502500000000005
LeBron James,2018,3028,1144,963,2107,548,197,745,192,336,528,919,953,147,94,446,90,30.03
LeBron James,2019,1524,567,545,1112,278,141,419,112,223,335,473,458,72,35,198,112,14.587500000000002
LeBron James,2020,2122,798,792,1590,347,146,493,179,339,518,685,823,98,53,330,569,22.2475
LeBron James,2021,1449,546,513,1059,220,100,320,137,235,372,462,453,64,31,215,330,19.927500000000002
LeBron James,2022,1719,651,594,1245,254,82,336,163,296,459,465,357,76,60,199,-116,15.579999999999998
LeBron James,2023,1982,756,758,1514,321,98,419,149,334,483,614,479,67,50,218,226,18.46
Lonnie Walker IV,2019,51,19,35,54,8,2,10,5,9,14,19,12,7,3,4,-47,0.3175
Lonnie Walker IV,2020,389,152,205,357,44,17,61,41,60,101,139,68,32,14,44,-5,3.1775000000000007
Lonnie Walker IV,2021,669,256,353,609,57,13,70,100,182,282,155,101,29,15,65,-209,4.3425
Lonnie Walker IV,2022,849,311,453,764,116,32,148,111,242,353,181,152,44,19,71,-80,6.1000000000000005
Lonnie Walker IV,2023,734,265,322,587,100,18,118,104,179,283,121,75,37,18,50,-206,5.265000000000001
Lonzo Ball,2018,528,203,361,564,32,39,71,90,205,295,360,376,88,43,136,-16,6.4425
Lonzo Ball,2019,465,185,271,456,20,28,48,75,153,228,251,255,69,19,103,-18,5.109999999999999
Lonzo Ball,2020,745,277,410,687,43,33,76,148,247,395,383,438,88,38,193,-26,8.2225
Lonzo Ball,2021,802,290,410,700,50,14,64,172,283,455,263,316,82,31,123,49,8.3925
Lonzo Ball,2022,455,162,221,383,21,7,28,110,150,260,190,178,64,31,82,81,5.505000000000001
Lonzo Ball,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louis King,2020,20,8,13,21,0,3,3,4,7,11,10,5,2,0,2,19,0.21
Louis King,2021,44,17,17,34,6,0,6,4,7,11,18,9,7,3,4,-3,0.515
Louis King,2022,45,15,32,47,7,3,10,8,19,27,12,9,2,1,0,-29,0.24749999999999997
Louis King,2023,20,8,5,13,0,1,1,4,4,8,4,2,1,0,2,2,0.1925
Luguentz Dort,2020,319,113,181,294,50,18,68,43,108,151,103,33,33,10,37,34,2.4275
Luguentz Dort,2021,729,247,392,639,122,42,164,113,216,329,189,88,45,19,79,-252,4.5125
Luguentz Dort,2022,877,293,433,726,161,30,191,130,261,391,212,88,46,18,88,-295,5.6225000000000005
Luguentz Dort,2023,1013,339,534,873,200,59,259,135,274,409,344,154,75,23,92,34,8.205
Luka Doncic,2019,1539,511,687,1198,346,139,485,171,352,523,568,438,79,25,249,-135,12.655000000000001
Luka Doncic,2020,1969,654,746,1400,468,158,626,193,406,599,635,599,71,17,292,218,18.0675
Luka Doncic,2021,2088,746,808,1554,371,151,522,225,405,630,585,647,73,39,315,170,18.835
Luka Doncic,2022,2330,804,957,1761,468,156,624,254,467,721,740,667,102,45,352,184,20.820000000000004
Luka Doncic,2023,2138,719,730,1449,515,179,694,185,356,541,569,529,90,33,236,128,19.83
Luka Garza,2022,186,66,81,147,38,23,61,16,33,49,100,20,9,6,18,-63,1.4699999999999998
Luka Garza,2023,181,63,53,116,41,11,52,14,25,39,63,18,3,2,14,18,1.6774999999999998
Luka Samanic,2020,16,5,11,16,3,1,4,3,5,8,10,6,0,2,2,5,0.1675
Luka Samanic,2021,122,47,58,105,16,13,29,12,31,43,68,15,8,8,20,-20,0.9875
Luka Samanic,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luka Samanic,2023,60,22,21,43,8,4,12,8,15,23,28,12,5,2,8,15,0.665
Luke Kennard,2018,558,206,259,465,65,11,76,81,114,195,176,124,44,13,69,120,5.3
Luke Kennard,2019,673,251,316,567,56,11,67,115,169,284,199,121,29,11,60,-12,5.7125
Luke Kennard,2020,442,151,191,342,67,8,75,73,110,183,98,115,12,6,43,-22,3.82
Luke Kennard,2021,604,228,251,479,27,6,33,121,154,275,175,111,25,9,51,-7,5.5825
Luke Kennard,2022,825,284,345,629,69,8,77,188,227,415,228,146,42,6,60,193,8.267499999999998
Luke Kennard,2023,582,200,205,405,41,2,43,141,144,285,178,98,36,5,47,249,6.6375
Luke Kornet,2023,11,4,1,5,2,0,2,1,0,1,6,0,0,1,0,-5,0.135
Mac McClung,2023,25,9,11,20,3,2,5,4,7,11,10,9,0,0,3,18,0.27499999999999997
Malachi Flynn,2021,353,127,213,340,45,11,56,54,114,168,116,137,38,7,43,-98,3.0025000000000004
Malachi Flynn,2022,189,72,118,190,15,9,24,30,63,93,66,73,21,4,14,-24,1.77
Malachi Flynn,2023,246,87,155,242,25,8,33,47,86,133,76,70,21,4,25,-40,1.9099999999999997
Malaki Branham,2023,203,82,111,193,18,2,20,21,55,76,61,27,6,0,20,-77,1.155
Malcolm Brogdon,2017,821,6,378,21,5,17,8,88,6,6,239,338,87,14,125,73,8.397499999999999
Malcolm Brogdon,2018,686,268,290,558,83,12,95,67,113,180,180,169,42,13,78,-90,5.89
Malcolm Brogdon,2019,1092,413,413,826,148,15,163,118,163,281,322,229,51,14,101,479,11.38
Malcolm Brogdon,2020,979,352,457,809,191,23,214,84,170,254,279,421,39,10,141,60,9.077499999999999
Malcolm Brogdon,2021,1186,444,536,980,153,24,177,145,229,374,294,329,49,15,115,-32,10.325
Malcolm Brogdon,2022,687,243,300,543,143,24,167,58,128,186,185,212,30,14,77,0,6.142500000000001
Malcolm Brogdon,2023,1226,436,492,928,189,30,219,165,219,384,346,303,48,23,117,236,12.032499999999999
Malik Beasley,2017,83,2,40,2,0,2,0,9,0,0,17,11,7,0,8,58,0.7650000000000001
Malik Beasley,2018,196,73,105,178,22,11,33,28,54,82,71,31,15,7,24,-31,1.48
Malik Beasley,2019,1030,385,445,830,78,19,97,182,270,452,248,111,58,11,62,131,9.1525
Malik Beasley,2020,615,227,307,534,54,12,66,107,169,276,148,75,40,8,57,-50,4.620000000000001
Malik Beasley,2021,724,264,336,600,68,12,80,128,193,321,162,88,30,7,60,-197,5.15
Malik Beasley,2022,1004,351,543,894,54,12,66,248,414,662,247,120,45,13,50,38,8.12
Malik Beasley,2023,1058,380,591,971,56,15,71,242,442,684,291,126,66,9,92,-97,7.75
Malik Monk,2018,421,153,272,425,32,6,38,83,160,243,66,91,20,9,49,-190,2.1625000000000005
Malik Monk,2019,653,227,359,586,90,12,102,109,221,330,137,117,37,19,86,-44,4.5024999999999995
Malik Monk,2020,564,212,276,488,82,18,100,58,146,204,157,114,25,16,77,-231,3.6925000000000003
Malik Monk,2021,490,173,226,399,59,13,72,85,127,212,101,87,19,4,55,33,3.8400000000000003
Malik Monk,2022,1048,391,435,826,93,24,117,173,269,442,256,218,61,29,122,53,9.5225
Malik Monk,2023,1174,395,494,889,228,28,256,156,281,437,241,323,54,23,160,102,10.285
Marcus Morris Sr.,2012,40,,38,,,2,,2,,,16,3,2,2,4,-29,0.04999999999999998
Marcus Morris Sr.,2013,596,,304,,,51,,86,,,277,62,45,20,77,-121,4.4925
Marcus Morris Sr.,2014,796,288,363,651,121,38,159,99,161,260,319,88,72,18,95,125,7.140000000000002
Marcus Morris Sr.,2015,845,2,432,8,0,42,0,112,4,5,385,133,63,16,73,-63,7.32
Marcus Morris Sr.,2016,1202,5,560,10,3,71,3,115,1,2,417,211,69,23,145,136,9.985000000000001
Marcus Morris Sr.,2017,1105,4,586,16,2,40,2,118,7,8,367,160,52,25,87,-104,8.229999999999999
Marcus Morris Sr.,2018,970,344,490,834,166,47,213,116,190,306,392,93,42,17,84,40,7.590000000000001
Marcus Morris Sr.,2019,1169,418,505,923,169,35,204,164,265,429,531,120,44,30,99,110,10.8025
Marcus Morris Sr.,2020,1186,411,510,921,194,40,234,170,237,407,374,107,58,31,106,126,10.185000000000002
Marcus Morris Sr.,2021,997,362,422,784,97,24,121,176,216,392,315,86,44,25,64,122,9.097500000000002
Marcus Morris Sr.,2022,830,300,391,691,129,19,148,101,174,275,239,113,28,18,69,-142,6.2
Marcus Morris Sr.,2023,754,284,388,672,72,19,91,114,206,320,270,114,43,22,57,-57,6.2975
Marcus Smart,2015,562,4,317,10,3,52,4,94,3,4,233,213,100,19,94,7,5.7525
Marcus Smart,2016,630,9,383,34,4,41,7,72,14,15,282,203,101,23,95,69,6.092500000000001
Marcus Smart,2017,990,5,567,15,9,65,10,123,7,10,390,449,152,50,197,117,10.192499999999999
Marcus Smart,2018,697,237,421,658,133,49,182,90,227,317,245,339,97,33,165,231,6.872499999999999
Marcus Smart,2019,715,240,338,578,108,27,135,127,230,357,238,325,146,28,126,144,8.857499999999998
Marcus Smart,2020,1022,334,546,880,176,32,208,178,340,518,314,369,122,37,148,371,10.892500000000002
Marcus Smart,2021,716,232,344,576,143,40,183,109,216,325,189,303,77,24,110,47,7.287500000000001
Marcus Smart,2022,1185,413,584,997,192,49,241,167,330,497,365,540,145,23,211,475,14.925
Marcus Smart,2023,1001,351,474,825,140,43,183,159,305,464,271,483,118,28,188,289,11.025
MarJon Beauchamp,2023,52,18,23,41,6,2,8,10,13,23,24,9,3,3,8,-29,0.41999999999999993
Markelle Fultz,2018,105,46,72,118,13,12,25,0,1,1,46,58,14,4,18,20,0.9849999999999999
Markelle Fultz,2019,155,65,90,155,21,16,37,4,10,14,70,59,17,5,25,-8,1.325
Markelle Fultz,2020,930,383,449,832,122,44,166,42,109,151,249,395,95,14,160,-123,8.062500000000002
Markelle Fultz,2021,103,41,63,104,17,2,19,4,12,16,25,43,8,2,18,-29,0.685
Markelle Fultz,2022,195,83,92,175,25,6,31,4,13,17,49,99,20,5,40,-37,1.7275
Markelle Fultz,2023,818,342,317,659,107,27,134,27,59,86,228,333,84,26,136,-126,8.007499999999999
Markieff Morris,2012,467,,262,,,30,,43,,,279,65,41,42,70,-74,3.975
Markieff Morris,2013,670,,387,,,34,,45,,,396,108,77,64,104,-359,5.24
Markieff Morris,2014,1115,411,434,845,259,68,327,34,74,108,485,144,68,51,147,133,10.127500000000001
Markieff Morris,2015,1258,3,588,9,0,55,0,57,2,3,506,192,101,39,170,103,10.562500000000002
Markieff Morris,2016,765,12,413,36,9,39,10,47,5,6,352,124,58,34,135,-86,5.4975000000000005
Markieff Morris,2017,1220,9,569,18,2,41,2,85,1,3,576,148,94,59,150,273,11.440000000000001
